target_id	length	eff_length	est_counts	tpm
AT1G01010.1	1688	1449.2	10520	204.164
AT1G01040.1	6276	5712.99	1972.09	9.70858
TCONS_00000004	6419	5802.23	383.026	1.85663
AT1G01040.2	5984	5382.24	741.662	3.87556
at1g01046	208	60.0383	6.22174	2.91458
AT1G01110.2	2113	2119.84	325.556	4.31932
TCONS_00000009	2045	2072.02	188.721	2.56164
AT1G01110.1	2092	2087.23	64.1427	0.864309
TCONS_00000011	1269	1166.69	620.581	14.9601
TCONS_00000012	1475	1395.05	343.709	6.92936
AT1G01160.1	1045	967.485	741.291	21.5495
AT1G01180.1	1456	1392.19	3	0.0606057
AT1G01210.2	669	463.25	0	0
AT1G01210.3	806	710.05	98.0285	3.88289
AT1G01210.1	624	413.379	245.971	16.7351
AT1G01220.4	3615	3384.25	12.9541	0.107655
AT1G01220.1	3596	3371.57	332.756	2.77578
AT1G01220.6	3629	3398.13	472.539	3.91102
AT1G01220.5	3648	3410.81	136.725	1.12741
AT1G01220.7	3405	3243.17	325.358	2.82152
AT1G01220.8	3554	3271.48	106.272	0.913618
AT1G01225.1	1077	986.22	29	0.82702
AT1G01230.1	876	742.255	1470	55.7001
AT1G01240.4	1608	1244.49	0	0
AT1G01240.3	2122	1660.27	241.05	4.08339
AT1G01240.2	1686	1295.71	34.0959	0.740095
AT1G01240.1	1497	1149.69	707.854	17.3163
AT1G01260.3	2679	2267.04	213.656	2.65062
AT1G01260.1	2709	2290.33	719.736	8.83828
AT1G01260.2	2542	2147.94	62.6081	0.819787
AT1G01280.1	1602	1552.61	3	0.0543439
AT1G01290.2	1400	1031.65	525.743	14.3329
AT1G01290.1	2021	1504.5	243.257	4.54743
AT1G01300.1	2062	2542.69	2474	27.3652
AT1G01305.1	617	320.873	2	0.175303
AT1G01310.1	977	853.044	19838	654.061
AT1G01350.1	1434	1046.6	1308.32	35.1582
AT1G01355.2	792	780.551	5.4198	0.195287
AT1G01355.3	787	739.719	24.5802	0.934567
AT1G01360.1	1179	908.397	1201	37.1843
AT1G01370.2	1463	1264.96	43.6095	0.969611
AT1G01370.1	1376	1142.78	0	0
AT1G01370.4	1346	1132.26	27.3905	0.680374
AT1G01448.2	2274	2712.9	59.4896	0.616737
AT1G01448.1	2386	2865.82	175.832	1.7256
AT1G01448.3	2036	2361.06	22.9394	0.273254
TCONS_00000062	2385	2818.55	89.739	0.895461
AT1G01460.1	2169	1885.9	7998.05	119.277
TCONS_00000064	2350	2025.85	28.9507	0.401924
AT1G01480.1	2002	1896.54	63.6894	0.94449
AT1G01480.2	1741	1628.54	13.3106	0.229876
TCONS_00000067	5602	6016.88	52.8241	0.246918
AT1G01500.1	1782	1820.81	3767.01	58.1868
AT1G01510.1	2642	2764.93	1443.73	14.6856
AT1G01520.3	1429	1173.02	58.2174	1.39585
AT1G01520.4	1426	1172.9	66.6828	1.59899
AT1G01520.2	1506	1226.97	146.729	3.36336
AT1G01520.1	1349	1118.95	196.319	4.93451
AT1G01520.5	1361	1115.63	189.488	4.77696
AT1G01540.2	2158	1961.22	5081.44	72.8705
AT1G01540.1	2060	1868.32	1076.56	16.2062
AT1G01550.1	1572	1477.5	8907.78	169.564
AT1G01550.2	1595	1475.99	5256.22	100.157
AT1G01560.2	1595	1323.54	39.4863	0.839077
AT1G01570.2	1885	1953.59	2165.17	31.171
