target_id	length	eff_length	est_counts	tpm
AT1G01010.1	1688	1442.81	7757	150.413
AT1G01040.1	6276	5730.13	1684.91	8.2264
TCONS_00000004	6419	5819.57	487.576	2.34396
AT1G01040.2	5984	5404.88	1151.42	5.96
at1g01046	208	59.5439	6.10024	2.86621
AT1G01110.2	2113	2114.47	450.24	5.95721
TCONS_00000009	2045	2067.01	274.845	3.72002
AT1G01110.1	2092	2081.43	60.794	0.817144
TCONS_00000011	1269	1169.08	782.12	18.7166
TCONS_00000012	1475	1393.95	400.344	8.03496
AT1G01160.1	1045	969.475	794.656	22.932
AT1G01180.1	1456	1381.31	8	0.162031
AT1G01210.2	669	462.9	0	0
AT1G01210.3	806	710.47	125.727	4.95088
AT1G01210.1	624	409.355	262.001	17.9061
AT1G01220.4	3615	3396.36	180.482	1.48669
AT1G01220.1	3596	3382.81	257.273	2.12773
AT1G01220.6	3629	3405.73	413.502	3.39677
AT1G01220.5	3648	3419.28	291.148	2.3822
AT1G01220.7	3405	3253.18	200.789	1.72675
AT1G01220.8	3554	3286.68	147.806	1.25816
AT1G01225.1	1077	973.831	44	1.26406
AT1G01230.1	876	733.864	1524	58.099
AT1G01240.4	1608	1247.85	52.626	1.17988
AT1G01240.3	2122	1660.74	154.921	2.60979
AT1G01240.2	1686	1297.72	2.42496e-08	5.22784e-10
AT1G01240.1	1497	1154.6	571.453	13.8467
AT1G01260.3	2679	2275.72	336.466	4.13639
AT1G01260.1	2709	2299.07	786.343	9.56885
AT1G01260.2	2542	2154.18	68.1913	0.885619
AT1G01280.1	1602	1553.97	5	0.0900176
AT1G01290.2	1400	1038.68	661.135	17.8077
AT1G01290.1	2021	1513.98	292.865	5.41185
AT1G01300.1	2062	2505.95	3029	33.8163
AT1G01305.1	617	320.787	3	0.261639
AT1G01310.1	977	859.424	16769	545.882
AT1G01350.1	1434	1051.15	1309.27	34.8471
AT1G01355.2	792	771.745	13.0251	0.472179
AT1G01355.3	787	724.858	31.9749	1.23411
AT1G01360.1	1179	909.315	1125	34.6128
AT1G01370.2	1463	1261.75	16.1625	0.358371
AT1G01370.1	1376	1142.57	0	0
AT1G01370.4	1346	1130.84	44.8375	1.10928
AT1G01448.2	2274	2676.17	61.7823	0.645878
AT1G01448.1	2386	2828.24	185.487	1.83483
AT1G01448.3	2036	2326.91	23.6681	0.284567
TCONS_00000062	2385	2778.83	190.063	1.91353
AT1G01460.1	2169	1884.76	7233	107.364
TCONS_00000064	2350	2002.63	0	0
AT1G01480.1	2002	1887.43	7.06676	0.104749
AT1G01480.2	1741	1620.34	15.9332	0.275103
TCONS_00000067	5602	5909.79	0	0
AT1G01500.1	1782	1823.37	3146	48.2705
AT1G01510.1	2642	2758.19	1641	16.645
AT1G01520.3	1429	1169.93	127.008	3.03718
AT1G01520.4	1426	1172.51	89.9815	2.14701
AT1G01520.2	1506	1225.07	63.9829	1.46118
AT1G01520.1	1349	1117.37	234.952	5.88273
AT1G01520.5	1361	1112.64	133.076	3.34614
AT1G01540.2	2158	1959.82	4198.96	59.9411
AT1G01540.1	2060	1867.42	905.044	13.559
AT1G01550.1	1572	1468.11	9203.21	175.381
AT1G01550.2	1595	1463.53	6853.79	131.017
AT1G01560.2	1595	1331.37	21.9426	0.461093
