target_id	length	eff_length	est_counts	tpm
AT1G01010.1	1688	1444.05	7119	150.477
AT1G01040.1	6276	5748.21	1630.92	8.66032
TCONS_00000004	6419	5839.41	546.81	2.85826
AT1G01040.2	5984	5422.1	548.865	3.08982
at1g01046	208	58.7254	1.4076	0.731625
AT1G01110.2	2113	2116.69	404.979	5.83996
TCONS_00000009	2045	2070.43	161.374	2.37907
AT1G01110.1	2092	2085.46	58.5468	0.856912
TCONS_00000011	1269	1167.03	560.1	14.6493
TCONS_00000012	1475	1401.22	363.18	7.91133
AT1G01160.1	1045	975.491	696.82	21.8038
AT1G01180.1	1456	1392.67	9	0.197255
AT1G01210.2	669	458.058	0	0
AT1G01210.3	806	705.608	127.032	5.49521
AT1G01210.1	624	405.013	237.968	17.9343
AT1G01220.4	3615	3401.13	40.3679	0.362283
AT1G01220.1	3596	3388.21	418.161	3.7671
AT1G01220.6	3629	3410.2	287.372	2.57217
AT1G01220.5	3648	3423.11	158.865	1.41658
AT1G01220.7	3405	3259.94	281.497	2.63571
AT1G01220.8	3554	3288.66	124.737	1.15774
AT1G01225.1	1077	981.063	26	0.80893
AT1G01230.1	876	737.336	1320	54.6441
AT1G01240.4	1608	1243.98	0	0
AT1G01240.3	2122	1658.08	174.454	3.21152
AT1G01240.2	1686	1294.33	74.4048	1.75466
AT1G01240.1	1497	1151.01	671.115	17.7973
AT1G01260.3	2679	2275.09	343.566	4.60943
AT1G01260.1	2709	2297.71	455.688	6.05351
AT1G01260.2	2542	2151.36	189.745	2.69211
AT1G01280.1	1602	1553.35	3	0.0589502
AT1G01290.2	1400	1033.58	590.859	17.4491
AT1G01290.1	2021	1506.47	187.141	3.79178
AT1G01300.1	2062	2522.09	2720	32.9187
AT1G01305.1	617	314.018	7	0.680421
AT1G01310.1	977	863.904	17766	627.709
AT1G01350.1	1434	1044.93	1150.88	33.6187
AT1G01355.2	792	774.078	8.00525	0.315664
AT1G01355.3	787	726.286	29.9947	1.26059
AT1G01360.1	1179	913.465	956	31.9448
AT1G01370.2	1463	1256.34	38.9547	0.946426
AT1G01370.1	1376	1136.66	0	0
AT1G01370.4	1346	1126.4	17.548	0.475521
AT1G01448.2	2274	2679.89	78.1402	0.890003
AT1G01448.1	2386	2830.64	60.1258	0.648353
AT1G01448.3	2036	2332.88	20.603	0.269571
TCONS_00000062	2385	2774.31	261.131	2.87302
AT1G01460.1	2169	1873.25	7409.74	120.737
TCONS_00000064	2350	2012.5	72.2642	1.09603
AT1G01480.1	2002	1896.82	19	0.305747
AT1G01480.2	1741	1603.84	0	0
TCONS_00000067	5602	6014.2	34.9842	0.177553
AT1G01500.1	1782	1826.72	3057.37	51.087
AT1G01510.1	2642	2761.8	1355.93	14.9859
AT1G01520.3	1429	1168.4	26.6785	0.696956
AT1G01520.4	1426	1168.29	53.4405	1.39622
AT1G01520.2	1506	1221.55	77.688	1.94123
AT1G01520.1	1349	1115.14	181.045	4.95556
AT1G01520.5	1361	1105.96	86.8544	2.3971
AT1G01540.2	2158	1972.28	3509.27	54.3104
AT1G01540.1	2060	1876.99	767.729	12.4847
AT1G01550.1	1572	1459.8	7631.59	159.572
AT1G01550.2	1595	1457.05	4044.41	84.7257
AT1G01560.2	1595	1326.53	12	0.27612
AT1G01570.2	1885	1947.74	2277.69	35.6941
AT1G01570.1	1644	1657.85	576.31	10.6107
AT1G01590.1	2646	2584.4	76	0.897612
