target_id	length	eff_length	est_counts	tpm
AT1G01010.1	1688	1445.69	10383	196.226
AT1G01040.1	6276	5753.53	1700.81	8.07665
TCONS_00000004	6419	5841.61	298.527	1.39624
AT1G01040.2	5984	5425.53	968.934	4.87934
at1g01046	208	59.2752	1.72593	0.795533
AT1G01110.2	2113	2111.32	378.774	4.90155
TCONS_00000009	2045	2066.32	179.862	2.37822
AT1G01110.1	2092	2080.03	53.0874	0.697319
TCONS_00000011	1269	1168.86	650.276	15.2
TCONS_00000012	1475	1397.93	310.483	6.0682
AT1G01160.1	1045	968.991	622.517	17.5525
AT1G01180.1	1456	1386.47	11	0.216765
AT1G01210.2	669	466.46	2.94843	0.172697
AT1G01210.3	806	713.604	96.1559	3.68152
AT1G01210.1	624	406.106	293.896	19.7725
AT1G01220.4	3615	3407.22	111.687	0.895596
AT1G01220.1	3596	3393.75	444.928	3.58194
AT1G01220.6	3629	3416.19	198.226	1.58536
AT1G01220.5	3648	3429.66	50.0506	0.398719
AT1G01220.7	3405	3266.53	254.001	2.1245
AT1G01220.8	3554	3295.37	96.6698	0.801484
AT1G01225.1	1077	980.643	42	1.17016
AT1G01230.1	876	737.932	1325	49.0578
AT1G01240.4	1608	1238.63	20.5149	0.452518
AT1G01240.3	2122	1650.38	167.69	2.77607
AT1G01240.2	1686	1288.57	17.8067	0.377559
AT1G01240.1	1497	1145.52	566.98	13.523
AT1G01260.3	2679	2268.6	244.955	2.95011
AT1G01260.1	2709	2292.53	892.935	10.6418
AT1G01260.2	2542	2146.87	187.109	2.38121
AT1G01280.1	1602	1556.51	6	0.105319
AT1G01290.2	1400	1031.38	493.417	13.0709
AT1G01290.1	2021	1503.7	252.583	4.58936
AT1G01300.1	2062	2512.66	2587	28.1301
AT1G01305.1	617	316.316	4	0.3455
AT1G01310.1	977	854.997	21162	676.239
AT1G01350.1	1434	1036.49	1197.82	31.5744
AT1G01355.2	792	774.209	6.38246	0.225236
AT1G01355.3	787	723.547	22.6175	0.854058
AT1G01360.1	1179	906.086	1675	50.5073
AT1G01370.2	1463	1252.99	31.3721	0.684078
AT1G01370.1	1376	1148.81	6.55153	0.155813
AT1G01370.4	1346	1123.57	36.626	0.890633
AT1G01448.2	2274	2692.24	45.439	0.46113
AT1G01448.1	2386	2842.68	154.164	1.48171
AT1G01448.3	2036	2338.39	32.1193	0.375282
TCONS_00000062	2385	2787.52	103.278	1.01227
AT1G01460.1	2169	1861.07	8984.61	131.9
TCONS_00000064	2350	2000.01	14.3947	0.196642
AT1G01480.1	2002	1897.84	183.823	2.64636
AT1G01480.2	1741	1630.07	1.17724	0.0197318
TCONS_00000067	5602	6034.2	106.193	0.480821
AT1G01500.1	1782	1840.12	3543.62	52.6149
AT1G01510.1	2642	2771.56	1445.22	14.2469
AT1G01520.3	1429	1168.6	208.952	4.88526
AT1G01520.4	1426	1168.77	122.754	2.86956
AT1G01520.2	1506	1221.47	196.871	4.40362
AT1G01520.1	1349	1115.91	280.622	6.87071
AT1G01520.5	1361	1106.57	204.767	5.05579
AT1G01540.2	2158	1963.23	4154.86	57.8221
AT1G01540.1	2060	1874.54	1208.14	17.6088
AT1G01550.1	1572	1465.11	6967.8	129.937
AT1G01550.2	1595	1458.84	11058.2	207.102
AT1G01560.2	1595	1320.01	127.077	2.63027
AT1G01570.2	1885	1944.69	2385.18	33.5104
AT1G01570.1	1644	1656.06	801.819	13.2284
AT1G01590.1	2646	2577.94	90	0.953845
AT1G01600.1	2323	2434.52	1855	20.818
AT1G01630.1	1479	1274.13	2095	44.924
AT1G01690.2	1867	1526.59	49.0169	0.877266
AT1G01690.1	1830	1493.44	80.7087	1.47653
TCONS_00000092	1812	1484.54	86.2743	1.58781
AT1G01690.3	1767	1437.46	7.57259e-05	1.43932e-06
AT1G01695.1	1658	1236.02	67	1.48101
AT1G04033.1	363	217.846	2	0.250836
TCONS_00000096	2959	3035.41	53.9239	0.48537
TCONS_00000097	2522	2502.28	200.602	2.19032
TCONS_00000098	2702	2673.98	17.1063	0.174786
TCONS_00000099	3361	3208.09	256.558	2.18498
AT1G01710.1	1709	1638.02	1860.81	31.0379
AT1G01720.1	1653	1822.34	6916	103.689
AT1G04047.1	451	276.132	10	0.989446
AT1G01730.1	1780	1705.22	900.615	14.4301
TCONS_00000106	1419	1188.03	83.3849	1.91765
AT1G01750.1	947	750.879	117.734	4.28389
AT1G01750.2	905	628.93	76.2665	3.31314
TCONS_00000110	3194	3151.21	1043.74	9.04946
AT1G01770.1	2539	2467.44	0.00517969	5.73544e-05
AT1G01780.1	939	798.343	6596.26	225.744
AT1G01790.1	4261	4277.34	785.817	5.01945
TCONS_00000114	4232	4244.8	2101.8	13.5283
TCONS_00000117	4291	4278.69	619.351	3.95489
TCONS_00000116	4247	4250.8	282.922	1.81846
AT1G01790.2	4237	4275.33	509.11	3.2535
AT1G01800.1	1236	1060.21	1700.56	43.8235
AT1G01800.2	1144	999.208	24.441	0.668301
AT1G01810.1	653	382.805	19	1.35608
AT1G01840.1	822	745.943	11	0.402898
AT1G01900.1	2607	2994.83	2289	20.8825
AT1G01920.3	2197	2217.49	284.336	3.50331
AT1G01920.2	2025	2051.79	264.537	3.52259
AT1G01920.4	1914	1935.05	179.558	2.53526
AT1G01920.5	1970	1963.04	172.388	2.39931
AT1G01920.1	1896	1888.19	87.1809	1.26149
AT1G01940.1	877	688.163	263	10.4417
AT1G01950.1	3058	2696.8	1455.15	14.7423
AT1G01950.4	3137	2790.45	102.736	1.00591
TCONS_00000134	3028	2669.82	254.118	2.60053
AT1G01970.1	1710	1486.87	508	9.33466
AT1G02000.1	2088	2409.87	24694	279.966
AT1G02010.1	2803	2673.64	267.152	2.73001
AT1G02010.3	2707	2639.57	470.435	4.86939
AT1G02010.5	2676	2583.32	0	0
AT1G02010.4	2682	2644.52	116.776	1.20647
AT1G02010.2	2403	2282.64	330.658	3.95776
AT1G02010.6	1970	1865.22	732.979	10.7367
AT1G02065.2	2153	2683.29	75.8402	0.772219
AT1G02065.1	1712	2184.81	363.16	4.54144
AT1G02080.1	7527	7813.04	544.651	1.90461
AT1G02080.2	7572	7899.35	6493.98	22.4609
AT1G02080.3	7561	7875.36	1300.11	4.51045
TCONS_00000151	7539	7838.72	392.425	1.36779
