target_id	60_compatible1	60_compatible2	60_compatible3	60_incompatible1	60_incompatible3	60_incompatible4
AT1G01950.3	0	0	0	0.152054	0.15427	0
AT1G02010.5	0	0	0	0.154065	0	0.273916
AT1G02520.2	0	0	0	0.174317	0	0.191858
AT1G04270.2	0	0	0	0	0.350152	0.402034
AT1G04320.1	0	0	0	0.143216	0.129957	0
AT1G05013.1	0	0	0	0.30457	0.314587	0
AT1G05087.2	0	0	0	0.825351	0.144577	0
AT1G05230.7	0	0	0	0.196337	0	0.341958
AT1G05337.1	0	0	0	0.108275	0.221814	0.12224
AT1G05387.1	0	0	0	0.191255	0.196791	0
AT1G05410.2	0	0	0	0	0.335094	0.359921
AT1G05473.1	0	0	0	0	2.10387	0.466265
AT1G05517.1	0	0	0	0.461194	0	0.5251
AT1G06083.1	0	0	0	0.187855	0.193149	0
AT1G06580.2	0	0	0	0.464991	0.317664	0
AT1G06860.1	0	0	0	0.143216	0.129957	0
AT1G06880.1	0	0	0	0.143216	0.129957	0
AT1G07437.1	0	0	0	0.326627	0	0.749137
AT1G08350.4	0	0	0	0.258625	0	0.14764
AT1G08900.4	0	0	0	0.14223	0	0.205697
AT1G09195.7	0	0	0	0	0.373319	0.92081
AT1G09710.4	0	0	0	0	0.280629	0.49731
AT1G09947.1	0	0	0	1.85816	0.981624	0
AT1G11410.3	0	0	0	0.28159	0.138568	0
AT1G11650.1	0	0	0	0.145834	0.137493	0.158849
AT1G14205.1	0	0	0	0.16534	0.880437	0.516382
AT1G14620.2	0	0	0	0.162562	0.208586	0
AT1G15175.3	0	0	0	0.105508	0	0.233838
AT1G16060.3	0	0	0	0.311454	0.399016	0
AT1G16590.2	0	0	0	0.179277	0.74838	0.223461
AT1G17350.2	0	0	0	0	0.430306	0.860732
AT1G17680.3	0	0	0	0	0.259448	0.521481
AT1G18620.2	0	0	0	0.173042	0	0.371221
AT1G18700.5	0	0	0	0.104852	1.39015	0
AT1G19396.1	0	0	0	0	0.222456	0.58172
AT1G19400.3	0	0	0	0.272733	0.790683	0.2385
AT1G20080.2	0	0	0	1.20709	0.905333	0
AT1G20100.2	0	0	0	0.301828	0.147836	0
AT1G20620.5	0	0	0	0.280231	0.2082	0.255854
AT1G24735.2	0	0	0	0	0.144553	0.115616
AT1G25500.1	0	0	0	0	0.174029	0.145859
AT1G29200.3	0	0	0	0	0.479326	0.307108
AT1G29580.1	0	0	0	0.254092	0	0.289451
AT1G30540.4	0	0	0	0.103321	0.120407	0
AT1G30755.5	0	0	0	0	0.197357	0.40144
AT1G32940.4	0	0	0	0.447692	0.246337	0
AT1G34317.1	0	0	0	0	0.255887	0.28298
AT1G34830.1	0	0	0	0	0.243904	0.130918
AT1G42560.2	0	0	0	0	0.273896	0.226416
AT1G43170.5	0	0	0	0.120577	0	0.130753
AT1G43190.2	0	0	0	0.316969	0	0.361084
AT1G48500.2	0	0	0	0.282561	0	0.294557
AT1G49690.1	0	0	0	0	0.410058	0.605959
AT1G49720.2	0	0	0	0	0.284628	0.104139
AT1G53950.1	0	0	0	0.160665	0.163649	0.0898444
AT1G54680.1	0	0	0	0.395674	0	0.173751
