lnc_id	pc_id	pearson_r	pearson_pval	spearman_rho	spearman_pval	lnc_expr_samples	pc_expr_samples
TCONS_00010383	AT1G04600.1	0.945370502560878	0.00439505534152427	0.828571428571429	0.0415626822157434	6	6
TCONS_00010383	AT1G05000.1	0.867083983616144	0.0253259095894824	0.885714285714286	0.0188454810495627	6	6
TCONS_00010383	AT1G07610.1	-0.770190599125017	0.0731501526066411	-0.771428571428571	0.0723965014577259	6	6
TCONS_00010383	AT1G08790.1	0.996896564511593	1.44320226685848e-05	1	0	6	6
TCONS_00010383	AT1G08890.1	-0.598978124386708	0.208981939862015	-0.657142857142857	0.156174927113702	6	6
TCONS_00010383	AT1G10522.1	0.942616604877454	0.00484480348157706	0.885714285714286	0.0188454810495627	6	6
TCONS_00010383	AT1G10560.1	0.965579871325494	0.00175672834484146	0.942857142857143	0.00480466472303207	6	6
TCONS_00010383	AT1G11050.1	0.939152179248058	0.00544104270662097	1	0	6	6
TCONS_00010383	AT1G12320.1	0.960919416062032	0.00226109432899714	0.942857142857143	0.00480466472303207	6	6
TCONS_00010383	AT1G13930.1	-0.646617317004998	0.165253886271809	-0.828571428571429	0.0415626822157434	6	6
TCONS_00010383	AT1G13930.2	-0.786422124828281	0.0635520314260743	-0.657142857142857	0.156174927113702	6	6
TCONS_00010383	AT1G14370.1	0.893804526331542	0.0163174093491766	1	0	6	6
TCONS_00010383	AT1G14480.1	0.925279512756532	0.00816613893132354	0.942857142857143	0.00480466472303207	6	6
TCONS_00010383	AT1G14755.1	0.976730096393488	0.000805932429187295	0.942857142857143	0.00480466472303207	6	6
TCONS_00010383	AT1G17620.1	0.995542239133808	2.97631564186253e-05	1	0	6	6
TCONS_00010383	AT1G17750.1	0.889047882412989	0.0177826276526947	1	0	6	6
TCONS_00010383	AT1G18280.1	0.88780381419591	0.0181758142614833	0.885714285714286	0.0188454810495627	6	6
TCONS_00010383	AT1G18570.1	0.73390360862337	0.0967901521454543	0.942857142857143	0.00480466472303207	6	5
TCONS_00010383	AT1G18740.1	0.95048992207485	0.00361619098903588	0.942857142857143	0.00480466472303207	6	6
TCONS_00010383	AT1G19380.1	0.981537678443742	0.000508139467172082	1	0	6	6
TCONS_00010383	AT1G19770.1	0.933962752684546	0.00639738553816973	1	0	6	6
TCONS_00010383	AT1G21866.1	0.896221294453602	0.0155961802344501	1	0	6	6
TCONS_00010383	AT1G21910.1	0.882169186363017	0.0200081635258769	0.771428571428571	0.0723965014577259	6	6
TCONS_00010383	AT1G22190.1	0.817010183729531	0.0471641773239601	0.714285714285714	0.110787172011662	6	6
TCONS_00010383	AT1G22220.1	0.815193812205078	0.0480741174848764	1	0	6	6
TCONS_00010383	AT1G23710.1	0.946057376402487	0.00428622865869719	0.942857142857143	0.00480466472303207	6	6
TCONS_00010383	AT1G24530.1	0.946431028564762	0.00422759036129021	1	0	6	6
