target_id	length	eff_length	est_counts	tpm
AT1G01010.1	1688	1442.16	9123	197.872
AT1G01040.1	6276	5757.17	857.062	4.65653
TCONS_00000004	6419	5846.08	310.795	1.66291
AT1G01040.2	5984	5424.47	1248.55	7.1996
at1g01046	208	59.812	3.59113	1.87802
AT1G01110.2	2113	2108.36	368.558	5.46789
TCONS_00000009	2045	2059.45	115.666	1.75677
AT1G01110.1	2092	2074.62	41.7504	0.629479
TCONS_00000011	1269	1162.68	527.026	14.1785
TCONS_00000012	1475	1390.06	268.517	6.04222
AT1G01160.1	1045	960.863	600.483	19.5478
AT1G01180.1	1456	1393.71	13	0.291763
AT1G01210.3	806	709.994	127.577	5.62053
AT1G01210.1	624	414.714	238.423	17.9828
AT1G01220.4	3615	3396.83	23.3041	0.214594
AT1G01220.1	3596	3383.86	524.297	4.84644
AT1G01220.6	3629	3409.96	164.995	1.5135
AT1G01220.5	3648	3422.93	400.629	3.66103
AT1G01220.7	3405	3256.51	91.6248	0.880076
AT1G01220.8	3554	3288.26	36.1496	0.343872
AT1G01225.1	1077	981.331	31	0.988109
AT1G01230.1	876	738.812	1343	56.8593
AT1G01240.4	1608	1248.05	21.6048	0.541476
AT1G01240.3	2122	1662.56	217.712	4.09604
AT1G01240.2	1686	1298.93	60.6435	1.46035
AT1G01240.1	1497	1153.28	526.414	14.2775
AT1G01260.3	2679	2282.2	253.536	3.47492
AT1G01260.1	2709	2305.76	582.564	7.90292
AT1G01260.2	2542	2161.02	141.9	2.05391
AT1G01290.2	1400	1040.35	444.329	13.3593
AT1G01290.1	2021	1519.8	223.671	4.60343
AT1G01300.1	2062	2521.86	2789	34.5928
AT1G01305.1	617	442.768	0	0
AT1G01310.1	977	853.19	17821	653.349
AT1G01350.1	1434	1050.32	1152.5	34.3222
AT1G01355.2	792	773.388	6.83499	0.276439
AT1G01355.3	787	730.585	22.165	0.948978
AT1G01360.1	1179	918.561	874	29.762
AT1G01370.2	1463	1266.8	38.732	0.956357
AT1G01370.1	1376	1145.6	0	0
AT1G01370.3	1085	939.863	0	0
AT1G01370.4	1346	1132.56	18.268	0.504532
AT1G01448.2	2274	2692.19	30.2891	0.351917
AT1G01448.1	2386	2843.32	217.315	2.39068
AT1G01448.3	2036	2343.82	41.6842	0.556297
TCONS_00000062	2385	2796.99	72.7117	0.813151
AT1G01460.1	2169	1888.57	7759.38	128.515
TCONS_00000064	2350	2030.31	71.6231	1.10344
AT1G01480.1	2002	1889.45	100	1.65548
AT1G01480.2	1741	1623.61	2.92231e-06	5.62993e-08
TCONS_00000067	5602	6005.69	50.8834	0.265016
AT1G01500.1	1782	1820.77	3567.57	61.2883
AT1G01510.1	2642	2762.76	1286.59	14.5666
AT1G01520.3	1429	1167.87	38.6123	1.03416
AT1G01520.4	1426	1169.98	26.3764	0.705172
AT1G01520.2	1506	1223.3	43.8535	1.12132
AT1G01520.1	1349	1114.56	89.9758	2.52512
AT1G01520.5	1361	1111.3	14.1327	0.397788
AT1G01540.2	2158	1962.26	4163.05	66.3613
AT1G01540.1	2060	1869.21	670.949	11.2277
AT1G01550.1	1572	1480.04	6675.86	141.089
AT1G01550.2	1595	1479.13	4635.14	98.0201
AT1G01560.3	1688	1391.12	13.1587	0.295875
AT1G01560.2	1595	1333.36	30.8413	0.723506
AT1G01560.4	1730	1404.44	0	0
AT1G01570.2	1885	1942.14	1880.27	30.2831
AT1G01570.1	1644	1656.02	613.725	11.5922
AT1G01580.1	2635	2665.1	7	0.0821566
AT1G01590.1	2646	2576.22	84	1.01989
AT1G01600.1	2323	2436.2	1337	17.1663
AT1G01630.1	1479	1276	2233	54.7391
AT1G01690.2	1867	1544.05	89.1431	1.80586
AT1G01690.1	1830	1511.46	5.86535e-06	1.21383e-07
TCONS_00000092	1812	1504.9	15.2459	0.316888
AT1G01690.3	1767	1455.15	91.6109	1.96924
AT1G01695.1	1658	1261.08	65	1.61225
AT1G04033.1	363	221.321	1	0.141331
TCONS_00000096	2959	3034.97	42.8118	0.441232
TCONS_00000097	2522	2499.87	224.579	2.81003
TCONS_00000098	2702	2680.99	37.3081	0.435278
TCONS_00000099	3361	3211.95	309.757	3.01655
AT1G01710.1	1709	1627.34	1596.54	30.6874
AT1G01720.1	1653	1814.46	2886	49.7517
AT1G04047.1	451	176.671	1	0.177049
AT1G01730.1	1780	1719.28	807.755	14.6957
TCONS_00000106	1419	1199.45	42.2447	1.10166
AT1G01750.1	947	752.06	61.2247	2.54644
AT1G01750.2	905	634.6	104.775	5.16437
TCONS_00000110	3194	3151.32	945.958	9.38941
AT1G01780.1	939	803.538	5407.28	210.49
AT1G01790.1	4261	4246.54	201.739	1.48598
TCONS_00000114	4232	4210.47	1912.91	14.2109
TCONS_00000117	4291	4245.86	669.82	4.93459
TCONS_00000116	4247	4217.37	259.127	1.9219
AT1G01790.2	4237	4237.95	362.405	2.67484
AT1G01800.1	1236	1060.02	1619	47.7738
AT1G01810.1	653	394.564	29	2.299
AT1G01840.1	822	751.159	15	0.624623
AT1G01900.1	2607	3007.24	1912	19.8874
AT1G01920.3	2197	2220.65	240.02	3.38085
AT1G01920.2	2025	2050.02	276.759	4.22283
AT1G01920.4	1914	1936.59	263.726	4.25964
AT1G01920.5	1970	1963.54	237.384	3.78157
AT1G01920.1	1896	1885.59	86.1106	1.42846
AT1G01940.1	877	686.057	249	11.3527
AT1G01950.1	3058	2689.42	773.731	8.99892
AT1G01950.4	3137	2784.16	19.607	0.220281
TCONS_00000134	3028	2663.84	304.662	3.57741
AT1G01950.3	3058	2677.04	0	0
AT1G01970.1	1710	1482.67	437	9.21928
AT1G02000.1	2088	2410.32	21182	274.886
AT1G02010.1	2803	2667.2	118.808	1.39332
AT1G02010.3	2707	2631.93	306.341	3.64074
AT1G02010.5	2676	2616.67	22.9143	0.273916
AT1G02010.4	2682	2637.42	105.937	1.25639
AT1G02010.2	2403	2273.42	371.806	5.1156
AT1G02010.6	1970	1856.51	687.193	11.5782
AT1G02065.2	2153	2676.43	45.0886	0.52695
AT1G02065.1	1712	2189.89	157.911	2.25553
AT1G02080.1	7527	7814.3	1871.41	7.49095
AT1G02080.2	7572	7905.8	5086.79	20.126
AT1G02080.3	7561	7878.69	654.109	2.5969
TCONS_00000151	7539	7843.37	184.693	0.736557
AT1G02100.1	1445	1230.77	110.345	2.80437
TCONS_00000154	6066	6947.65	77.7305	0.349955
TCONS_00000157	1420	1206.45	143.952	3.73221
TCONS_00000158	1511	1274.84	172.899	4.24224
TCONS_00000159	1378	1176.05	12.7146	0.338168
TCONS_00000160	4007	4793.31	224.755	1.46667
AT1G02100.3	1354	1138.43	520.837	14.3105
TCONS_00000162	1408	1192.71	1.93565	0.0507634
AT1G02110.1	2474	3327.65	186.74	1.75533
AT1G02120.3	2145	1940.76	57.4766	0.926354
AT1G02120.2	2251	2018.68	345.926	5.36013
AT1G02120.1	2150	1948.87	1785.79	28.662
TCONS_00000168	5859	6658.73	57.7778	0.271412
TCONS_00000169	5999	6766.89	215.867	0.997829
AT1G02145.4	1726	1621.54	142.496	2.74874
AT1G02145.3	1657	1543.4	762.132	15.4458
AT1G02145.1	1645	1504.23	0	0
TCONS_00000175	5903	6678.55	253.595	1.18773
AT1G02150.1	2042	2193.13	1266.73	18.0667
AT1G02160.1	555	348.583	466.801	41.8874
AT1G02160.2	633	413.983	124.819	9.43095
AT1G02170.1	1451	1785.12	1286.78	22.5474
