target_id	length	eff_length	est_counts	tpm
AT1G01010.1	1688	1425.82	6427	172.591
AT1G01040.1	6276	5588.48	1163.02	7.96837
TCONS_00000004	6419	5706.95	235.034	1.5769
AT1G01040.2	5984	5244.4	1051.16	7.67447
at1g01046	208	57.8948	8.78656	5.81106
AT1G01110.2	2113	2037.73	384.121	7.21767
TCONS_00000009	2045	1989.49	134.837	2.59504
AT1G01110.1	2092	1968.46	0	0
TCONS_00000011	1269	1113.1	478.042	16.444
TCONS_00000012	1475	1420.04	256.088	6.905
AT1G01160.1	1045	952.381	423.912	17.0428
AT1G01180.1	1456	1303.69	2	0.0587396
AT1G01210.3	806	710.813	85.8283	4.62329
AT1G01210.1	624	415.003	172.682	15.932
AT1G01220.4	3615	3382.52	123.484	1.39781
AT1G01220.1	3596	3371.01	181.561	2.06223
AT1G01220.6	3629	3398.29	256.965	2.89528
AT1G01220.5	3648	3409.79	175.446	1.97012
AT1G01220.7	3405	3235.69	80.6138	0.953933
AT1G01220.8	3554	3266.94	167.929	1.96816
AT1G01225.1	1077	1023.49	16	0.598568
AT1G01230.1	876	767.761	982	48.9735
AT1G01240.4	1608	1286.17	8.07172	0.240294
AT1G01240.3	2122	1759.91	122.881	2.67345
AT1G01240.2	1686	1355.9	0	0
AT1G01240.1	1497	1188.14	451.132	14.5382
AT1G01260.3	2679	2249.84	170.753	2.90598
AT1G01260.1	2709	2284.92	647.353	10.8479
AT1G01260.2	2542	2133.94	156.894	2.81513
AT1G01290.2	1400	1012.92	376.059	14.2154
AT1G01290.1	2021	1515.78	211.941	5.35372
AT1G01300.1	2062	2485.42	1581	24.3561
AT1G01305.1	617	319.609	6	0.7188
AT1G01310.1	977	777.114	13183	649.54
AT1G01350.1	1434	1024.21	987.539	36.9181
AT1G01355.2	792	827.165	13.3631	0.618572
AT1G01355.3	787	734.199	2.63692	0.137518
AT1G01360.1	1179	898.769	953	40.5995
AT1G01370.2	1463	1290.55	53	1.57245
AT1G01370.1	1376	1148.67	0	0
AT1G01370.3	1085	921.278	0	0
AT1G01370.4	1346	1128.29	0	0
AT1G01448.2	2274	2885.44	25.7669	0.341921
AT1G01448.1	2386	3063.92	96.8736	1.21061
AT1G01448.3	2036	2476.7	17.1908	0.265766
TCONS_00000062	2385	3009.07	84.1686	1.07101
AT1G01460.1	2169	1957.75	5450.51	106.6
TCONS_00000064	2350	2095.2	30.4858	0.557118
AT1G01480.1	2002	1877.34	129	2.63101
AT1G01480.2	1741	1585.16	0	0
TCONS_00000067	5602	5867.37	0	0
AT1G01500.1	1782	1794.43	1864	39.7736
AT1G01510.1	2642	2717.83	1028	14.4826
AT1G01520.3	1429	1169.9	83.3775	2.72884
AT1G01520.4	1426	1168.12	82.0476	2.68938
AT1G01520.2	1506	1224.52	48.4117	1.51377
AT1G01520.1	1349	1113.5	198.366	6.82106
AT1G01520.5	1361	1121.3	54.7968	1.87115
AT1G01540.2	2158	1815.27	4865.62	102.63
AT1G01540.1	2060	1731.23	961.379	21.2626
AT1G01550.1	1572	1569.8	4466.03	108.931
AT1G01550.2	1595	1562.15	10417	255.326
AT1G01560.3	1688	1381.96	13.2894	0.368201
AT1G01560.2	1595	1322.91	75.1043	2.17375
AT1G01560.4	1730	1397.43	0	0
AT1G01570.2	1885	1915.49	1985.63	39.6911
AT1G01570.1	1644	1610.65	227.372	5.4052
AT1G01580.1	2635	2728.11	4	0.0561403
AT1G01590.1	2646	2612.67	57	0.835346
AT1G01600.1	2323	2339.58	2140	35.0229
AT1G01630.1	1479	1251.8	1862	56.9536
AT1G01690.2	1867	1557.74	56.9816	1.40061
AT1G01690.1	1830	1535.16	47.0909	1.17452
TCONS_00000092	1812	1525.62	0.0623406	0.00156459
AT1G01690.3	1767	1465.43	53.8651	1.4074
AT1G01695.1	1658	1292.92	42	1.24381
AT1G04033.1	363	210.741	2	0.363376
TCONS_00000096	2959	3071.97	42.8159	0.533659
TCONS_00000097	2522	2524.1	169.964	2.57825
TCONS_00000098	2702	2679.81	7.90292	0.112917
TCONS_00000099	3361	3254.08	294.022	3.45962
AT1G01710.1	1709	1629.68	1314.29	30.8793
AT1G01720.1	1653	1785.03	3769	80.8454
AT1G04047.1	451	264.743	18	2.6033
AT1G01730.1	1780	1794.34	674.5	14.3931
TCONS_00000106	1419	1256.97	67.4998	2.05614
AT1G01750.1	947	814.944	99.1152	4.65681
AT1G01750.2	905	625.833	71.8848	4.39799
TCONS_00000110	3194	3184.84	725.615	8.72357
AT1G01780.1	939	828.364	4008.38	185.278
AT1G01790.1	4261	4268.99	0	0
TCONS_00000114	4232	4209.44	1802.12	16.3921
TCONS_00000117	4291	4249.36	653.345	5.88701
TCONS_00000116	4247	4220.15	4.18574	0.0379769
AT1G01790.2	4237	4223.82	436.045	3.95277
AT1G01800.1	1236	1091.34	1391.11	48.8067
AT1G01810.1	653	352.152	19	2.06585
AT1G01840.1	822	750.371	3	0.153081
AT1G01900.1	2607	2859.46	1133	15.1713
AT1G01920.3	2197	2301.43	246.172	4.0956
AT1G01920.2	2025	2114.69	69.3129	1.255
AT1G01920.4	1914	2023.09	219.5	4.15427
AT1G01920.5	1970	2046.02	173.087	3.23914
AT1G01920.1	1896	1951.52	95.9284	1.88213
AT1G01940.1	877	658.214	165	9.59827
AT1G01950.1	3058	2651.63	1018.37	14.7051
AT1G01950.4	3137	2768.57	89.7209	1.24084
TCONS_00000134	3028	2619.12	378.909	5.53931
AT1G01950.3	3058	2637.04	0	0
AT1G01970.1	1710	1499.08	313	7.99457
AT1G02000.1	2088	2476.8	13534	209.224
AT1G02010.1	2803	2769.28	6.40937e-05	8.86185e-07
AT1G02010.3	2707	2753.65	282.126	3.92293
AT1G02010.5	2676	2670.94	0	0
AT1G02010.4	2682	2720.5	96.1173	1.35278
AT1G02010.2	2403	2352.29	385.667	6.27766
AT1G02010.6	1970	1915.96	630.089	12.5919
AT1G02065.2	2153	2878.78	51.2143	0.681176
AT1G02065.1	1712	2309.35	175.786	2.91454
AT1G02080.1	7527	8033.92	1043.36	4.9726
AT1G02080.2	7572	8129.65	5308.66	25.0028
AT1G02080.3	7561	8116.74	494.777	2.33402
TCONS_00000151	7539	8068.23	279.202	1.325
AT1G02100.1	1445	1219.43	263.573	8.27599
TCONS_00000154	6066	6846.99	0	0
TCONS_00000157	1420	1162.3	99.5632	3.27987
TCONS_00000158	1511	1270.56	80.9772	2.4403
TCONS_00000159	1378	1165.05	32.8397	1.07927
TCONS_00000160	4007	4873.85	327.299	2.57127
AT1G02100.3	1354	1128.66	386.13	13.0992
TCONS_00000162	1408	1182.54	54.6155	1.76838
AT1G02110.1	2474	3429.3	0	0
AT1G02120.3	2145	1865.28	31.9436	0.655716
AT1G02120.2	2251	1938.7	353.072	6.97316
AT1G02120.1	2150	1869.22	1447.98	29.6605
TCONS_00000168	5859	6805.74	100.881	0.567558
TCONS_00000169	5999	6937.04	123.916	0.683955
AT1G02145.4	1726	1663.08	111.151	2.55903
AT1G02145.3	1657	1566.87	579.189	14.1535
AT1G02145.1	1645	1517.98	0	0
TCONS_00000175	5903	6843.2	231.858	1.29729
AT1G02150.1	2042	2161.47	798.116	14.1381
AT1G02160.1	555	367.091	319.615	33.3372
AT1G02160.2	633	429.122	85.9488	7.66893
AT1G02170.1	1451	1872.92	909.325	18.5899
AT1G02190.1	2195	3287.69	148	1.72364
AT1G02205.2	2705	3297.02	27.4767	0.319094
AT1G02205.4	2504	3011.07	6446.36	81.9729
AT1G02205.3	2388	2902.8	1513.43	19.9628
AT1G02205.5	3118	3539.11	643.746	6.9646
AT1G02205.1	2499	2983.3	4054.99	52.0438
AT1G04093.1	499	343.478	1	0.111475
TCONS_00000189	1456	1160.79	16.7578	0.55276
TCONS_00000188	1596	1276.67	179.286	5.37706
AT1G02305.1	1407	1109.19	3734.96	128.931
AT1G04103.1	862	583.457	1	0.0656246
TCONS_00000195	1380	1090.65	34.7626	1.2204
AT1G02350.1	1296	958.864	6.23743	0.249072
AT1G02370.1	1986	1604.57	189	4.51001
AT1G02380.1	1317	1045.52	161	5.89618
AT1G02390.1	2074	2153.65	38	0.675593
TCONS_00000200	2923	2377.72	2008.55	32.3443
AT1G02400.1	1414	1158.93	8306.25	274.426
AT1G02400.2	1496	1206.45	547.19	17.3663
AT1G02410.1	1294	1033.07	966.882	35.8359
AT1G02410.2	1456	1193.79	14.1182	0.452821
AT1G02420.1	1520	1037.95	109	4.02091
AT1G04123.1	304	130.226	4	1.17609
AT1G02490.1	298	125.217	0	0
AT1G02500.1	1748	1795.49	10423.8	222.288
AT1G02500.2	1588	1603.1	3574.25	85.369
TCONS_00000212	4253	3678.78	17.215	0.179176
AT1G02520.1	4310	3601.22	956.438	10.1691
AT1G02520.2	4344	3636.76	0	0
AT1G02520.3	4208	3522.8	0.000132452	1.43962e-06
AT1G02530.2	4221	3563.87	24.0449	0.258331
AT1G02530.1	4114	3461.63	71.302	0.788674
AT1G02550.1	729	715.949	4	0.213921
AT1G02560.1	1479	1434.61	2847	75.9853
AT1G02600.1	72	14.8039	0.333333	0.86214
AT1G02640.1	2773	2702.22	135	1.91288
AT1G02650.1	1824	1775.6	5	0.107821
AT1G02670.1	2394	2189.42	28.3843	0.496392
AT1G02670.3	2601	2338.43	30.0218	0.491573
AT1G02670.2	2683	2403.66	58.0113	0.924093
AT1G02670.6	2362	2088.95	59.6095	1.09261
AT1G02670.5	2444	2154.17	115.973	2.06135
AT1G02680.1	907	666.285	351	20.1708
TCONS_00000238	560	235.295	24	3.90548
AT1G02690.1	2171	1986.87	123	2.37034
AT1G02690.2	2048	1868.54	0	0
AT1G02700.1	1356	1177.73	10	0.325109
AT1G02705.1	426	611.648	4	0.2504
AT1G02720.1	1947	2200.99	938.467	16.3258
AT1G02720.2	2439	2559.96	156.533	2.34126
AT1G02750.1	1103	810.884	456.897	21.5742
TCONS_00000246	1188	895.14	79.7585	3.41163
AT1G02810.1	2132	1887.71	101	2.04862
AT1G02816.1	1602	1217.12	833	26.2052
TCONS_00000252	1588	1550.6	98.9215	2.44268
AT1G02840.1	1517	1462.93	1017.6	26.6337
AT1G02840.3	1368	1188.84	36.0153	1.15995
TCONS_00000257	1848	1722.19	552.73	12.2888
AT1G02840.5	1922	1773.61	357.743	7.72307
AT1G02840.2	1729	1624.35	144.988	3.41767
AT1G02850.3	2193	2115.52	30.9379	0.559951
AT1G02850.5	2093	1935	0	0
AT1G02850.2	2024	1828.29	13.9934	0.293059
AT1G02850.1	1943	1734.07	169.765	3.7485
AT1G02850.4	1965	1782.44	30.3032	0.650953
AT1G02860.1	1517	1188.48	94	3.02838
TCONS_00000268	759	372.121	56.0186	5.76399
AT1G02970.1	1897	1672.36	22	0.503698
AT1G02980.1	2488	2059.95	29.7834	0.553596
AT1G03010.1	2511	2260.99	5	0.0846734
AT1G03010.3	2195	1872.18	0	0
AT1G03030.1	1523	1352.84	513.686	14.5388
AT1G03030.2	1525	1342.35	89.3137	2.54759
AT1G03050.1	2222	1894.52	23563	476.219
AT1G03070.3	1248	1262.86	23.0292	0.698233
AT1G03070.2	1165	1109.3	0	0
AT1G03070.1	1132	1071.65	309.971	11.075
AT1G03090.2	2821	2760	236.7	3.28372
TCONS_00000284	2759	2697.58	426.684	6.05632
AT1G03090.1	2627	2562.97	63.1238	0.943028
TCONS_00000286	2729	2667.61	49.4915	0.71037
AT1G03110.1	1578	1357.11	508.215	14.3387
TCONS_00000290	1561	1325.18	70.785	2.04523
AT1G03120.1	629	448.92	29	2.47346
AT1G03120.2	648	460.199	0	0
AT1G03150.1	809	523.167	461	33.7393
TCONS_00000294	3880	3724.15	31.1882	0.320656
TCONS_00000297	3131	2928.19	149.766	1.95834
AT1G03160.3	3046	2830.18	63.6021	0.860466
AT1G03160.1	3081	2872.88	573.117	7.63838
TCONS_00000299	3689	3406.17	4.62395	0.0519784
AT1G03160.2	3125	2895.21	79.198	1.04739
TCONS_00000302	3862	3571.44	39.5051	0.423532
AT1G03170.1	2309	1847.58	1542	31.9563
AT1G03180.3	1577	1349.18	19.684	0.558623
AT1G03180.1	1166	972.267	122.616	4.82879
AT1G03180.2	1567	1339.97	36.7754	1.05084
AT1G03180.4	1154	967.664	28.7684	1.13833
AT1G03180.5	1062	855.069	48.1559	2.15637
TCONS_00000311	2640	2414.31	118.077	1.87261
AT1G03190.1	2613	2376.26	336.923	5.42891
TCONS_00000315	1493	1280.36	245.144	7.33105
AT1G03200.1	665	491.179	35.9024	2.79872
AT1G03210.2	1124	977.04	123.68	4.84687
AT1G03210.1	1040	889.807	475.69	20.4693
AT1G03220.1	1891	2104.32	259.688	4.72515
AT1G03230.1	1870	2116.22	118.312	2.14064
AT1G03270.1	1765	1500.92	200	5.1021
AT1G03280.1	1966	1385.65	1342.78	37.1046
AT1G03280.2	2312	1734.23	37.0469	0.817942
AT1G03280.3	1948	1375.44	105.484	2.93642
TCONS_00000325	2341	1754.16	76.6868	1.67389
AT1G03290.2	4542	4689.2	1392.22	11.3681
AT1G03290.3	4846	4942.32	21.7332	0.168371
TCONS_00000328	4522	4673.05	48.3772	0.396384
AT1G03290.4	4443	4625.47	36.9642	0.305986
TCONS_00000332	4368	4582.27	43.3097	0.361893
TCONS_00000331	4538	4689.89	176.139	1.43803
TCONS_00000336	4522	4677.57	0.00342829	2.80629e-05
AT1G03290.6	4351	4518.06	105.38	0.893064
AT1G03290.5	4417	4554.61	23.4965	0.197528
