target_id	60_compatible1	60_compatible2	60_compatible3	60_incompatible1	60_incompatible3	60_incompatible4
AT1G01448.1	1.21061	1.34187	0.186607	0.30404	0.259149	2.39068
AT1G01448.2	0.341921	0.64109	0.492358	0.557211	0.831373	0.351917
AT1G01448.3	0.265766	0.0733747	0.0980824	0.20939	0.0529355	0.556297
AT1G03545.2	2.18707	1.95848	1.85715	1.55499	1.56344	2.66948
AT1G04033.1	0.363376	0.155546	0.57065	0	0.125952	0.141331
AT1G04047.1	2.6033	0.122992	1.21747	2.04649	0.511101	0.177049
AT1G04053.1	1.49176	0.854834	0.713065	0.514792	0.575435	1.2865
AT1G04093.1	0.111475	0	0.260027	0.0766281	0.15448	0
AT1G04103.1	0.0656246	0.0587246	0	0	0	0
AT1G04123.1	1.17609	0.500142	1.58039	0.799319	0.41134	1.36411
AT1G04127.1	4.26027	6.51268	4.81323	2.91454	3.0225	4.08257
AT1G04183.1	7.79649	8.45771	6.38251	5.95976	8.57691	7.902
AT1G04233.1	0.183951	0.312003	0.141013	0.251648	0.129009	0.284519
AT1G04247.1	0.824471	0.646605	0.541312	0.561926	0.615271	1.12045
AT1G04293.1	0	2.38995	0.244039	3.16007	0	2.28625
AT1G04295.1	0.155054	0.755667	0.600217	0.293335	0.47171	1.18996
AT1G04337.1	0.151101	0	0.14867	0	0.128812	0
AT1G04347.1	0.153543	0.146483	0	0	0	0.277321
AT1G04357.1	5.0318	12.4094	16.2914	18.4726	3.05198	16.9711
AT1G04363.1	0	0	0.526161	0.232245	0.265781	0.2645
AT1G04425.1	1.12125	1.18935	0.696383	0.804781	0.625874	0.998806
AT1G04427.1	0	0	0.156877	0.139944	0	0.154549
AT1G04433.1	0.456183	0.139515	0.262906	0	0.449581	0.258896
AT1G04463.1	0.320616	0.622686	0.559612	0.821816	0.116814	0.494139
AT1G04467.1	0.910067	1.17122	0.939526	0.851184	0.215529	0
AT1G04473.1	0.264491	0	0.112414	0	0	0
AT1G04477.1	0.381437	0.485344	0.872322	1.23899	0.323505	0.886119
AT1G04483.1	0.539442	0	0.425447	0.369505	0	0
AT1G04487.1	0.119774	0.198828	0.180866	0	0	0
AT1G04503.1	0	0.148775	0.416385	0	0	0.282211
AT1G04533.1	0	0.0840015	0	0.0690735	0	0.077409
AT1G04567.1	0.903534	0.306453	0.692861	0.371048	0.380442	0.419417
AT1G04583.1	1.02025	1.0277	0.576474	0.443642	0.532628	0.166599
AT1G04643.2	0	0.129312	0.122383	0	0	0
AT1G04683.1	1.07756	0.306774	0	0.73362	0.252085	0.278807
AT1G04693.1	0	0.262316	0.490709	0.76055	0	0.245704
AT1G04713.1	0	0.251716	0.227283	0	1.24223	0.686667
AT1G04743.1	0.254719	0.0842624	0.177672	0.00181715	0.094995	0
AT1G04763.1	0.38152199999999997	0	0.886483	0	0.804088	0
AT1G04767.1	0.107242	0.12467	0.118718	0.158295	0.0262714	0.0295597
AT1G04823.1	0.0819041	0.352596	0.323449	0.116361	0.119555	0.0656544
AT1G04827.1	0	0.112769	0.0545002	0	0.141993	0
AT1G04837.1	0.211497	0.0788042	0.133981	0.179347	0.13897	0.147801
AT1G04863.1	0.22831	0.10201	0	0	0	0
AT1G04887.1	0.0687238	0.194659	0.582858	0.197867	0.0333194	0.0181425
AT1G04917.1	0.549166	0.279739	0.0540639	0.286146	0.0937283	0.265708
AT1G04933.1	0.286741	0.330876	0.0860918	0.0985053	0.150659	0.183235
AT1G04933.2	0.239507	0.217329	0.724876	0	0.246201	0
AT1G04953.1	0.255407	0.335202	0.581906	0.329516	0.373343	0.106275
AT1G04977.1	0.837269	0.585684	0.896459	0.797199	0.564452	0.636511
AT1G04983.1	0.106274	0.625138	0.386279	0	0	0.193075
AT1G05013.1	0	0	0	0.30457	0.314587	0
AT1G05027.1	0	0	0	0.105492	0.0518103	0
AT1G05033.1	0.110855	0	0.46933	0.164006	0	0.0926528
AT1G05047.1	0	0.804435	1.01842	1.30973	0.246717	0.562084
AT1G05067.1	0.112496	0	0	0	0.0830881	0.0927811
AT1G05147.1	0.230299	0.133334	0.376761	0.279556	0.0563218	0.0635328
AT1G05153.1	0.663268	0.282872	0	0	0	0
AT1G05163.1	0	0	6.75051	5.28666	2.79658	2.96802
AT1G05183.1	1.15458	0.625504	1.50202	0.750076	0.148101	0.200914
AT1G05187.1	0	0.0919568	0.0884276	0.0389517	0	0.0220808
AT1G05203.1	0.619122	0.135022	0.127908	0.113024	0.112367	0
AT1G05263.1	0.56727	0	0.448465	0.388839	0.807556	0
AT1G05287.1	0.469326	0.129169	0.116099	0	0.103369	0
AT1G05297.1	0.483846	0.205466	0.185118	0.4935	0.169079	0.372905
AT1G05333.2	0.110563	10.7135	5.41982	5.10886	6.19193	19.0244
AT1G05337.1	0	0	0	0.108275	0.221814	0.12224
AT1G05347.1	0.104628	0.152319	0.206115	0.244158	0.0930717	0.0448491
AT1G05387.1	0	0	0	0.191255	0.196791	0
AT1G05397.1	0.682473	1.247	1.43812	0.764429	1.01735	0.776043
AT1G05473.1	0	0	0	0	2.10387	0.466265
AT1G05487.1	0.136444	0.203034	0	0	0.0577167	0
AT1G05517.1	0	0	0	0.461194	0	0.5251
AT1G05533.1	5.8206	3.92041	3.59432	6.21158	9.1865	4.59843
AT1G05557.1	4.20566	4.21554	7.13745	7.50009	5.087	6.74077
