target_id	10_compatible1	10_compatible2	10_compatible4	10_incompatible1	10_incompatible2	10_incompatible3
AT1G04483.1	0.400164	0.750011	0.385039	0	0	0
AT1G05337.1	0.114684	0.214723	0	0	0	0
AT1G05387.1	0.205457	0.383102	0	0	0	0
AT1G05857.1	0.16237	0	0.156397	0	0	0
AT1G06867.1	0	0.200497	0.104479	0	0	0
AT1G07983.1	0	0.330507	0.678484	0	0	0
AT1G08703.1	0.186556	0.173878	0.179386	0	0	0
AT1G09107.1	0	0.179047	0.184768	0	0	0
AT1G09307.1	0.155217	0.144036	0	0	0	0
AT1G09437.1	0.373113	0.173878	0.179386	0	0	0
AT1G09997.1	0.106968	0.101526	0	0	0	0
AT1G54355.1	0	0.111601	0.11116	0	0	0
AT1G54355.2	0.257532	0	0.247309	0	0	0
AT2G05975.1	0.496336	0	0.477773	0	0	0
AT2G33815.2	0.173399	0	0.159057	0	0	0
AT3G02985.1	0.153696	0.146233	0.305533	0	0	0
AT3G07475.1	0	0.142646	0.203187	0	0	0
AT3G08475.1	0	0.280903	0.289836	0	0	0
AT3G09905.1	0.242905	0.226135	0	0	0	0
AT3G29644.5	0.493005	0.584922	0	0	0	0
AT3G61118.1	0.151643	0	0.139007	0	0	0
AT4G03805.1	0.115448	0	0.113886	0	0	0
AT4G03935.3	0.355465	0.24495	0.580903	0	0	0
AT4G04225.1	0	0.10903500000000001	0.470791	0	0	0
AT4G05990.1	0.410915	0.383102	0	0	0	0
AT4G06090.1	0.754083	0.706013	0.362764	0	0	0
AT4G06815.1	0.474191	0	0.914384	0	0	0
AT4G06870.1	0	0.402938	0.41425	0	0	0
AT4G07020.1	0.208107	0.775886	0	0	0	0
AT4G08865.1	0	0.340039	0.349091	0	0	0
AT5G03275.1	0.158077	0.149675	0.154422	0	0	0
AT5G03575.1	0.35653	0	0.236059	0	0	0
AT5G06515.1	0	0.322561	0.140376	0	0	0
AT5G06775.1	0.534871	0	0.256779	0	0	0
AT5G08880.1	0.218799	0.278034	0.0722253	0	0	0
AT5G08895.1	0	0.254472	0.181625	0	0	0
TCONS_00001521	0.109553	0	2.67848	0	0	0
TCONS_00007210	0.163456	0	0.114985	0	0	0
TCONS_00008341	0.6967	0	2.22821	0	0	0
TCONS_00008792	0.247804	0	0.211114	0	0	0
TCONS_00016609	2.0775	0	0.968031	0	0	0
TCONS_00021039	0.673578	0.0351745	0.398966	0	0	0
TCONS_00021966	0	0.598827	0.953067	0	0	0
TCONS_00028840	0.12908	2.98944e-5	0.262869	0	0	0
TCONS_00045324	0.492804	0.22953	0	0	0	0
TCONS_00047782	0.185484	0.172867	0.178304	0	0	0
TCONS_00050669	0.295863	0.0958763	0.20901	0	0	0
TCONS_00057285	0	0.380685	0.135016	0	0	0
TCONS_00062060	0.476949	0.392326	0	0	0	0
