target_id	length	eff_length	est_counts	tpm
AT1G01010.1	1688	1440.48	8336	166.859
AT1G01040.1	6276	5754.77	1157.19	5.79799
TCONS_00000004	6419	5847.9	458.135	2.25888
AT1G01040.2	5984	5415.81	1062.19	5.6551
at1g01046	208	58.7701	4.4794	2.19768
AT1G01110.2	2113	2107.61	221.866	3.03529
TCONS_00000009	2045	2062.99	192.144	2.68553
AT1G01110.1	2092	2035.73	0	0
TCONS_00000011	1269	1157.21	452.991	11.287
TCONS_00000012	1475	1394.36	310.378	6.41826
AT1G01160.1	1045	956.824	570.622	17.1956
AT1G01180.1	1456	1388.4	4	0.0830705
AT1G01210.2	669	462.81	2.58679	0.16116
AT1G01210.3	806	710.794	88.6801	3.59735
AT1G01210.1	624	404.154	269.478	19.2255
AT1G01220.4	3615	3410.01	270.724	2.28913
AT1G01220.1	3596	3397.3	13.2445	0.112409
AT1G01220.6	3629	3418.97	518.622	4.37377
AT1G01220.5	3648	3431.68	0.409955	0.00344452
AT1G01220.7	3405	3267.32	273.041	2.40955
AT1G01220.8	3554	3293.69	100.766	0.882126
AT1G01225.1	1077	985.247	43	1.25841
AT1G01230.1	876	742.177	1046	40.6373
AT1G01240.4	1608	1242.08	23.5933	0.547695
AT1G01240.3	2122	1662.99	183.039	3.17363
AT1G01240.2	1686	1294.17	62.3225	1.38852
AT1G01240.1	1497	1145.98	501.045	12.6066
AT1G01260.3	2679	2270.87	277.615	3.52494
AT1G01260.1	2709	2292.46	678.917	8.53916
AT1G01260.2	2542	2148.31	63.4675	0.851835
AT1G01280.1	1602	1545.48	1	0.0186568
AT1G01290.2	1400	1025.59	392.947	11.0474
AT1G01290.1	2021	1502.73	186.053	3.56991
AT1G01300.1	2062	2549.74	1908	21.5766
AT1G01305.1	617	307.531	7	0.656311
AT1G01310.1	977	850.363	26289	891.395
AT1G01350.1	1434	1033.28	1046.23	29.1952
AT1G01355.2	792	789.167	19.3525	0.707078
AT1G01355.3	787	734.455	28.6475	1.12466
AT1G01360.1	1179	904.052	1018	32.4679
AT1G01370.2	1463	1251.58	43.2873	0.997244
AT1G01370.1	1376	1144.84	17.1548	0.432057
AT1G01370.4	1346	1121.82	17.5579	0.451282
AT1G01448.2	2274	2726.46	20.6353	0.218229
AT1G01448.1	2386	2881.55	131.378	1.31461
AT1G01448.3	2036	2369.95	3.83691	0.0466812
TCONS_00000062	2385	2810.26	152.15	1.56108
AT1G01460.1	2169	1876.78	11558.7	177.581
TCONS_00000064	2350	2013.22	44.2641	0.633956
AT1G01480.1	2002	1903.84	112.527	1.70422
AT1G01480.2	1741	1633.14	15.4731	0.273184
TCONS_00000067	5602	6056.09	17.1654	0.0817264
AT1G01500.1	1782	1849.99	4092.76	63.789
AT1G01510.1	2642	2776.7	1305.13	13.5527
AT1G01520.3	1429	1160.7	215.42	5.35135
AT1G01520.4	1426	1159.28	198.448	4.93579
AT1G01520.2	1506	1214.1	250.782	5.95585
AT1G01520.1	1349	1105.89	231.161	6.027
AT1G01520.5	1361	1091	145.138	3.8358
AT1G01540.2	2158	1956.63	3726.64	54.9172
AT1G01540.1	2060	1862.57	783.356	12.1268
AT1G01550.1	1572	1476.2	5643.87	110.238
AT1G01550.2	1595	1469.51	4577.13	89.809
AT1G01560.2	1595	1323.35	23.2289	0.506121
AT1G01570.2	1885	1964.91	1617.17	23.7308
AT1G01570.1	1644	1667.23	480.833	8.31572
AT1G01590.1	2646	2599.56	60	0.665506
AT1G01600.1	2323	2459.59	1089	12.7663
AT1G01630.1	1479	1277.78	1697	38.2936
AT1G01690.2	1867	1519.56	87.1865	1.65437
AT1G01690.1	1830	1489.44	23.7962	0.460666
TCONS_00000092	1812	1475.84	4.68219e-06	9.14765e-08
AT1G01690.3	1767	1431.04	54.0173	1.08838
AT1G01695.1	1658	1234.05	54	1.26171
AT1G04033.1	363	187.843	0	0
TCONS_00000096	2959	3039.95	78.948	0.748817
TCONS_00000097	2522	2509.09	174.544	2.00581
TCONS_00000098	2702	2675.66	7.57375	0.0816168
TCONS_00000099	3361	3213.88	340.458	3.05445
AT1G01710.1	1709	1636.87	1582.48	27.8756
AT1G01720.1	1653	1825.1	4594	72.5778
AT1G04047.1	451	273.019	3	0.316832
AT1G01730.1	1780	1717.89	829.332	13.9198
TCONS_00000106	1419	1197.41	39.6681	0.955208
AT1G01750.1	947	752.465	55.7379	2.13582
AT1G01750.2	905	623.813	53.2621	2.46187
TCONS_00000110	3194	3157.66	1135.75	10.3709
AT1G01770.1	2539	2471.76	0.000691085	8.06168e-06
AT1G01780.1	939	802.608	8370.25	300.701
AT1G01790.1	4261	4294.71	587.187	3.94224
TCONS_00000114	4232	4259.68	1859.12	12.5844
TCONS_00000117	4291	4294.78	530.121	3.55905
TCONS_00000116	4247	4267.17	286.362	1.93498
AT1G01790.2	4237	4290.59	416.945	2.80196
AT1G01800.1	1236	1071.8	1484	39.9226
AT1G01800.2	1144	993.64	0	0
AT1G01810.1	653	375.689	21	1.61173
AT1G01840.1	822	743.168	20	0.775967
AT1G01900.1	2607	3003.97	1747	16.7686
AT1G01920.3	2197	2244.85	288.679	3.70791
AT1G01920.2	2025	2074.76	17.6848	0.245772
AT1G01920.4	1914	1961.73	282.765	4.15612
AT1G01920.5	1970	1988.95	180.211	2.6125
AT1G01920.1	1896	1911.46	77.66	1.17147
AT1G01940.1	877	678.258	211	8.96991
AT1G01950.1	3058	2694.46	926.911	9.91896
AT1G01950.4	3137	2788.93	37.6268	0.389009
TCONS_00000134	3028	2665.35	74.4624	0.805532
AT1G01970.1	1710	1484.2	483	9.38328
AT1G02000.1	2088	2430.44	29620	351.399
AT1G02010.1	2803	2680.49	73.4006	0.789562
AT1G02010.3	2707	2649.03	461.73	5.02576
AT1G02010.5	2676	2627.6	17.3321	0.190192
AT1G02010.4	2682	2647.26	50.2712	0.54755
AT1G02010.2	2403	2286.85	702.721	8.86022
AT1G02010.6	1970	1870.38	944.546	14.5611
AT1G02065.2	2153	2722.35	69.221	0.733152
AT1G02065.1	1712	2199.82	329.779	4.3225
AT1G02080.1	7527	7871.73	643.675	2.35774
AT1G02080.2	7572	7953.71	6141.15	22.2628
AT1G02080.3	7561	7940.34	1060.2	3.84988
TCONS_00000151	7539	7902.69	601.982	2.19639
AT1G02100.1	1445	1232.5	224.225	5.24564
TCONS_00000154	6066	6994.36	43.1915	0.178054
TCONS_00000157	1420	1207.78	46.297	1.10526
TCONS_00000158	1511	1272.6	72.2325	1.6366
TCONS_00000159	1378	1174.76	10.2428	0.251404
TCONS_00000160	4007	4832.72	312.862	1.86664
AT1G02100.3	1354	1141.97	543.716	13.7284
TCONS_00000162	1408	1194.76	62.9859	1.52006
AT1G02110.1	2474	3359.83	132.742	1.13918
AT1G02120.3	2145	1914.32	81.3613	1.22548
AT1G02120.2	2251	1993.99	290.755	4.20441
AT1G02120.1	2150	1923.04	1618.01	24.2602
TCONS_00000168	5859	6730.4	164.587	0.705106
TCONS_00000169	5999	6855.67	162.722	0.684377
AT1G02145.4	1726	1635.13	105.913	1.86766
AT1G02145.3	1657	1554.83	677.059	12.5558
AT1G02145.1	1645	1536.96	17.929	0.336351
TCONS_00000175	5903	6764.25	285.271	1.21601
AT1G02150.1	2042	2218.16	1281.56	16.6589
AT1G02160.1	555	349.354	426.895	35.2335
AT1G02160.2	633	415.279	82.5359	5.73064
AT1G02170.1	1451	1820.12	1075.53	17.0381
